Matthew1:1 アブラハムの子であるダビデの子、イエス・キリストの系図。 
1John1:1 初めからあったもの、わたしたちが聞いたもの、目で見たもの、よく見て手でさわったもの、すなわち、いのちの言について―― 
1John1:2 このいのちが現れたので、この永遠のいのちをわたしたちは見て、そのあかしをし、かつ、あなたがたに告げ知らせるのである。この永遠のいのちは、父と共にいましたが、今やわたしたちに現れたものである―― 
1John1:2 このいのちが現れたので、この永遠のいのちをわたしたちは見て、そのあかしをし、かつ、あなたがたに告げ知らせるのである。この永遠のいのちは、父と共にいましたが、今やわたしたちに現れたものである―― 
1John1:3 すなわち、わたしたちが見たもの、聞いたものを、あなたがたにも告げ知らせる。それは、あなたがたも、わたしたちの交わりにあずかるようになるためである。わたしたちの交わりとは、父ならびに御子イエス・キリストとの交わりのことである。 
1John1:3 すなわち、わたしたちが見たもの、聞いたものを、あなたがたにも告げ知らせる。それは、あなたがたも、わたしたちの交わりにあずかるようになるためである。わたしたちの交わりとは、父ならびに御子イエス・キリストとの交わりのことである。 
1John1:4 これを書きおくるのは、わたしたちの喜びが満ちあふれるためである。 
1John1:4 これを書きおくるのは、わたしたちの喜びが満ちあふれるためである。 
1John1:5 わたしたちがイエスから聞いて、あなたがたに伝えるおとずれは、こうである。神は光であって、神には少しの暗いところもない。 
1John1:5 わたしたちがイエスから聞いて、あなたがたに伝えるおとずれは、こうである。神は光であって、神には少しの暗いところもない。 
1John1:6 神と交わりをしていると言いながら、もし、やみの中を歩いているなら、わたしたちは偽っているのであって、真理を行っているのではない。 
1John1:6 神と交わりをしていると言いながら、もし、やみの中を歩いているなら、わたしたちは偽っているのであって、真理を行っているのではない。 
1John1:7 しかし、神が光の中にいますように、わたしたちも光の中を歩くならば、わたしたちは互に交わりをもち、そして、御子イエスの血が、すべての罪からわたしたちをきよめるのである。 
1John1:7 しかし、神が光の中にいますように、わたしたちも光の中を歩くならば、わたしたちは互に交わりをもち、そして、御子イエスの血が、すべての罪からわたしたちをきよめるのである。 
1John1:8 もし、罪がないと言うなら、それは自分を欺くことであって、真理はわたしたちのうちにない。 
1John1:8 もし、罪がないと言うなら、それは自分を欺くことであって、真理はわたしたちのうちにない。 
1John1:9 もし、わたしたちが自分の罪を告白するならば、神は真実で正しいかたであるから、その罪をゆるし、すべての不義からわたしたちをきよめて下さる。 
1John1:9 もし、わたしたちが自分の罪を告白するならば、神は真実で正しいかたであるから、その罪をゆるし、すべての不義からわたしたちをきよめて下さる。 
1John1:10 もし、罪を犯したことがないと言うなら、それは神を偽り者とするのであって、神の言はわたしたちのうちにない。 
1John1:10 もし、罪を犯したことがないと言うなら、それは神を偽り者とするのであって、神の言はわたしたちのうちにない。 
1John2:1 わたしの子たちよ。これらのことを書きおくるのは、あなたがたが罪を犯さないようになるためである。もし、罪を犯す者があれば、父のみもとには、わたしたちのために助け主、すなわち、義なるイエス・キリストがおられる。 
1John2:1 わたしの子たちよ。これらのことを書きおくるのは、あなたがたが罪を犯さないようになるためである。もし、罪を犯す者があれば、父のみもとには、わたしたちのために助け主、すなわち、義なるイエス・キリストがおられる。 
